id,first_name,second_name,web_name,team_name,position,now_cost,total_points,minutes,goals_scored,assists,clean_sheets,form,selected_by_percent,transfers_in,transfers_out,ict_index,influence,creativity,threat,bonus,bps,value_season
117,Kim,Ji-soo,Ji-soo,Brentford,DEF,39,0,0,0,0,0,0.0,0.1,4108,11637,0.0,0.0,0.0,0.0,0,0,0.0
118,Jayden,Meghoma,Meghoma,Brentford,DEF,40,0,0,0,0,0,0.0,0.1,279,9473,0.0,0.0,0.0,0.0,0,0,0.0
120,Kevin,Schade,Schade,Brentford,MID,70,24,662,1,2,2,3.7,0.5,68539,51366,37.6,110.8,86.1,178.0,0,81,3.4
121,Mikkel,Damsgaard,Damsgaard,Brentford,MID,58,22,487,1,0,2,2.3,0.6,38150,87399,35.9,115.2,179.8,63.0,1,92,3.8
122,Antoni,Milambo,Milambo,Brentford,MID,53,1,45,0,0,0,0.0,0.0,1705,5476,0.6,4.0,1.8,0.0,0,5,0.2
123,Fábio,Freitas Gouveia Carvalho,Carvalho,Brentford,MID,49,12,96,1,0,0,0.3,0.2,25667,34751,8.0,38.8,6.2,36.0,1,39,2.4
124,Jordan,Henderson,Henderson,Brentford,MID,50,24,564,0,2,3,3.0,0.4,42550,29642,19.5,87.8,101.0,7.0,2,103,4.8
125,Vitaly,Janelt,Janelt,Brentford,MID,49,4,56,0,0,0,1.0,0.0,569,1500,2.4,5.2,16.1,4.0,0,10,0.8
126,Mathias,Jensen,Jensen,Brentford,MID,49,18,175,2,0,0,4.3,0.1,4182,6841,17.9,93.8,48.7,36.0,0,80,3.7
127,Gustavo,Nunes Fernandes Gomes,Nunes,Brentford,MID,49,0,0,0,0,0,0.0,0.0,217,846,0.0,0.0,0.0,0.0,0,0,0.0
128,Frank,Onyeka,Onyeka,Brentford,MID,49,11,87,0,2,0,0.7,0.1,4357,5676,4.5,27.4,13.6,4.0,0,38,2.2
129,Yehor,Yarmoliuk,Yarmoliuk,Brentford,MID,50,26,690,0,1,2,4.0,0.1,8585,6241,24.3,121.8,97.6,24.0,0,113,5.2
130,Romelle,Donovan,Donovan,Brentford,MID,45,0,0,0,0,0,0.0,0.1,7596,9594,0.0,0.0,0.0,0.0,0,0,0.0
131,Yunus Emre,Konak,Konak,Brentford,MID,44,0,0,0,0,0,0.0,0.2,20957,19243,0.0,0.0,0.0,0.0,0,0,0.0
132,Paris,Maghoma,Maghoma,Brentford,MID,45,0,0,0,0,0,0.0,0.0,259,2114,0.0,0.0,0.0,0.0,0,0,0.0
133,Myles,Peart-Harris,Peart-Harris,Brentford,MID,44,0,0,0,0,0,0.0,0.0,2214,3356,0.0,0.0,0.0,0.0,0,0,0.0
134,Ryan,Trevitt,Trevitt,Brentford,MID,45,0,0,0,0,0,0.0,0.0,0,823,0.0,0.0,0.0,0.0,0,0,0.0
136,Igor Thiago,Nascimento Rodrigues,Thiago,Brentford,FWD,61,40,651,5,0,2,7.7,4.2,607155,247208,52.4,220.6,75.6,227.0,6,164,6.6
137,Iwan,Morgan,Morgan,Brentford,FWD,44,0,0,0,0,0,0.0,0.4,35403,44528,0.0,0.0,0.0,0.0,0,0,0.0
138,Jason,Steele,Steele,Brighton,GKP,43,0,0,0,0,0,0.0,0.3,5281,26838,0.0,0.0,0.0,0.0,0,0,0.0
139,Bart,Verbruggen,Verbruggen,Brighton,GKP,44,13,720,0,0,0,1.7,4.2,100245,430714,15.1,141.6,10.0,0.0,0,78,3.0
140,Tom,McGill,McGill,Brighton,GKP,40,0,0,0,0,0,0.0,0.3,9679,15600,0.0,0.0,0.0,0.0,0,0,0.0
141,Carl,Rushworth,Rushworth,Brighton,GKP,40,0,0,0,0,0,0.0,0.0,0,190,0.0,0.0,0.0,0.0,0,0,0.0
142,Kjell,Scherpen,Scherpen,Brighton,GKP,40,0,0,0,0,0,0.0,0.0,0,165,0.0,0.0,0.0,0.0,0,0,0.0
143,Olivier,Boscagli,Boscagli,Brighton,DEF,43,0,0,0,0,0,0.0,0.1,2271,8150,0.0,0.0,0.0,0.0,0,0,0.0
144,Diego,Coppola,Coppola,Brighton,DEF,43,3,17,0,0,0,0.3,0.1,1205,4818,0.8,7.8,0.1,0.0,0,6,0.7
145,Maxim,De Cuyper,De Cuyper,Brighton,DEF,44,15,348,1,0,0,3.3,2.2,64378,466371,20.8,78.0,59.5,69.0,1,57,3.4
146,Lewis,Dunk,Dunk,Brighton,DEF,45,17,720,0,1,0,1.3,1.1,59017,78198,18.2,122.8,19.9,38.0,0,86,3.8
147,Pervis,Estupiñán Tenorio,Estupiñan,Brighton,DEF,45,0,0,0,0,0,0.0,0.0,0,1860,0.0,0.0,0.0,0.0,0,0,0.0
148,Ferdi,Kadıoğlu,F.Kadıoğlu,Brighton,DEF,44,11,464,0,0,0,2.0,0.1,7533,14472,16.9,80.6,56.9,31.0,0,45,2.5
150,Tariq,Lamptey,Lamptey,Brighton,DEF,44,0,0,0,0,0,0.0,0.1,2778,34810,0.0,0.0,0.0,0.0,0,0,0.0
151,Jan Paul,van Hecke,Van Hecke,Brighton,DEF,44,26,720,1,0,0,6.0,1.0,57708,69205,31.0,229.0,13.9,66.0,3,91,5.9
152,Joël,Veltman,Veltman,Brighton,DEF,44,7,324,0,0,0,0.0,0.1,7058,19897,9.5,68.2,19.9,6.0,0,28,1.6
153,Adam,Webster,Webster,Brighton,DEF,44,0,0,0,0,0,0.0,0.0,353,1134,0.0,0.0,0.0,0.0,0,0,0.0
154,Eiran,Cashin,Cashin,Brighton,DEF,40,0,0,0,0,0,0.0,0.0,0,641,0.0,0.0,0.0,0.0,0,0,0.0
155,Jacob,Slater,Slater,Brighton,DEF,40,0,0,0,0,0,0.0,0.1,3175,12852,0.0,0.0,0.0,0.0,0,0,0.0
156,Charlie,Tasker,Tasker,Brighton,DEF,39,0,0,0,0,0,0.0,0.1,4589,8900,0.0,0.0,0.0,0.0,0,0,0.0
157,Mitoma,Kaoru,Mitoma,Brighton,MID,63,20,508,1,1,1,0.7,3.0,159930,606626,26.9,88.4,95.8,88.0,0,64,3.2
158,Georginio,Rutter,Georginio,Brighton,MID,57,23,436,0,3,2,3.3,0.4,39979,151075,26.8,90.8,88.7,88.0,1,77,4.0
159,Solly,March,March,Brighton,MID,58,0,0,0,0,0,0.0,0.0,311,2083,0.0,0.0,0.0,0.0,0,0,0.0
160,Yankuba,Minteh,Minteh,Brighton,MID,60,33,682,1,2,1,3.0,3.6,487228,201466,55.1,160.0,186.9,203.0,3,146,5.5
161,Julio,Enciso Espínola,Enciso,Brighton,MID,54,0,0,0,0,0,0.0,0.0,105,2808,0.0,0.0,0.0,0.0,0,0,0.0
162,Brajan,Gruda,Gruda,Brighton,MID,54,19,218,1,1,0,2.0,0.1,11655,11385,22.4,74.0,56.3,94.0,2,56,3.5
163,Jack,Hinshelwood,Hinshelwood,Brighton,MID,52,4,107,0,0,0,0.0,0.0,1054,9953,1.2,9.4,2.0,0.0,0,22,0.8
164,Matt,O'Riley,O'Riley,Brighton,MID,55,12,177,1,0,1,0.0,0.4,130744,190069,19.0,60.8,66.6,63.0,2,36,2.2
165,Abdallah,Sima,Sima,Brighton,MID,54,0,0,0,0,0,0.0,0.0,247,2044,0.0,0.0,0.0,0.0,0,0,0.0
166,Yasin,Ayari,Ayari,Brighton,MID,49,22,632,1,0,0,2.0,0.3,41431,26911,29.9,115.0,125.4,58.0,2,128,4.5
167,Carlos,Baleba,Baleba,Brighton,MID,48,11,422,0,0,2,1.7,2.2,101328,368878,6.8,22.4,37.8,7.0,0,47,2.3
169,Diego,Gómez Amarilla,Gomez,Brighton,MID,49,8,344,0,0,0,1.7,0.1,10333,8353,12.7,44.2,42.4,39.0,0,50,1.6
170,James,Milner,Milner,Brighton,MID,50,11,156,1,0,0,0.7,0.1,13382,13256,10.9,55.2,37.0,17.0,0,42,2.2
171,Jeremy,Sarmiento Morante,Sarmiento,Brighton,MID,49,0,0,0,0,0,0.0,0.0,196,2689,0.0,0.0,0.0,0.0,0,0,0.0
172,Tom,Watson,Watson,Brighton,MID,49,0,0,0,0,0,0.0,0.0,879,2036,0.0,0.0,0.0,0.0,0,0,0.0
173,Mats,Wieffer,Wieffer,Brighton,MID,49,19,373,0,2,0,3.7,0.1,4224,5967,18.5,96.4,47.1,41.0,0,77,3.9
174,Malick,Yalcouyé,Yalcouye,Brighton,MID,50,0,0,0,0,0,0.0,0.0,0,1202,0.0,0.0,0.0,0.0,0,0,0.0
175,Joe,Knight,Knight,Brighton,MID,45,0,0,0,0,0,0.0,0.1,6167,7390,0.0,0.0,0.0,0.0,0,0,0.0
176,Adrian,Mazilu,Mazilu,Brighton,MID,45,0,0,0,0,0,0.0,0.0,1435,3744,0.0,0.0,0.0,0.0,0,0,0.0
177,Andrew,Moran,Moran,Brighton,MID,45,0,0,0,0,0,0.0,0.0,490,4560,0.0,0.0,0.0,0.0,0,0,0.0
178,Danny,Welbeck,Welbeck,Brighton,FWD,63,31,454,4,0,0,8.3,3.1,280538,424828,35.0,148.0,71.0,134.0,6,125,4.9
179,Evan,Ferguson,Ferguson,Brighton,FWD,55,0,0,0,0,0,0.0,0.0,0,1487,0.0,0.0,0.0,0.0,0,0,0.0
180,Stefanos,Tzimas,Tzimas,Brighton,FWD,53,7,67,0,1,0,2.0,0.1,8536,13561,7.1,25.0,30.6,15.0,0,19,1.3
181,Charalampos,Kostoulas,Kostoulas,Brighton,FWD,48,1,1,0,0,0,0.3,0.3,19228,40572,0.1,1.0,0.1,0.0,0,3,0.2
744,Nehemiah,Oriola,Oriola,Brighton,MID,45,0,0,0,0,0,0.0,0.0,114,11,0.0,0.0,0.0,0.0,0,0,0.0
168,Facundo,Buonanotte,Buonanotte,Chelsea,MID,48,1,45,0,0,0,0.0,0.1,7415,19390,3.9,5.6,25.1,8.0,0,4,0.2
220,Robert,Lynch Sánchez,Sánchez,Chelsea,GKP,49,24,634,0,0,3,2.7,14.3,544117,1665688,14.2,123.2,20.0,0.0,1,93,4.9
221,Filip,Jörgensen,Jörgensen,Chelsea,GKP,44,1,84,0,0,0,0.0,0.2,9255,16367,0.9,9.4,0.0,0.0,0,4,0.2
222,Mike,Penders,Penders,Chelsea,GKP,40,0,0,0,0,0,0.0,0.0,0,290,0.0,0.0,0.0,0.0,0,0,0.0
223,Gabriel,Słonina,Slonina,Chelsea,GKP,39,0,0,0,0,0,0.0,0.1,3741,6094,0.0,0.0,0.0,0.0,0,0,0.0
224,Marc,Cucurella Saseta,Cucurella,Chelsea,DEF,61,35,626,0,2,3,5.0,22.3,1570652,1431635,35.6,156.8,150.7,49.0,4,155,5.7
225,Reece,James,James,Chelsea,DEF,54,37,513,1,3,2,8.3,5.6,386931,431160,38.2,162.0,167.7,52.0,3,144,6.9
226,Trevoh,Chalobah,Chalobah,Chelsea,DEF,51,41,570,2,1,3,1.0,7.7,1368293,749138,31.7,195.4,46.1,76.0,2,148,8.0
227,Levi,Samuels Colwill,Colwill,Chelsea,DEF,48,0,0,0,0,0,0.0,0.1,621,28473,0.0,0.0,0.0,0.0,0,0,0.0
228,Malo,Gusto,Gusto,Chelsea,DEF,49,18,398,0,1,2,2.7,1.1,60096,141688,14.0,52.6,66.5,22.0,0,67,3.7
229,Benoît,Badiashile Mukinayi,B.Badiashile,Chelsea,DEF,44,0,65,0,0,0,0.0,0.0,1923,2521,1.8,16.0,1.7,0.0,0,3,0.0
230,Wesley,Fofana,Fofana,Chelsea,DEF,44,3,129,0,0,0,0.0,0.2,9212,21576,3.2,27.2,4.3,0.0,0,18,0.7
231,Mamadou,Sarr,M.Sarr,Chelsea,DEF,45,0,0,0,0,0,0.0,0.0,0,1835,0.0,0.0,0.0,0.0,0,0,0.0
232,Tosin,Adarabioyo,Tosin,Chelsea,DEF,44,12,362,0,0,1,0.3,0.5,86875,170035,11.7,99.2,6.4,11.0,0,56,2.7
233,Josh,Acheampong,Acheampong,Chelsea,DEF,39,25,273,1,0,2,5.3,1.5,316789,243114,12.9,64.8,3.5,60.0,5,78,6.4
234,Aarón,Anselmino,Anselmino,Chelsea,DEF,40,0,0,0,0,0,0.0,0.1,1030,8886,0.0,0.0,0.0,0.0,0,0,0.0
235,Cole,Palmer,Palmer,Chelsea,MID,103,11,144,1,0,1,0.0,10.1,683203,6202202,12.9,44.4,19.2,65.0,1,36,1.1
236,Pedro,Lomba Neto,Neto,Chelsea,MID,70,32,585,2,1,3,5.3,4.5,523687,511166,45.6,144.2,202.4,109.0,1,137,4.6
237,Enzo,Fernández,Enzo,Chelsea,MID,67,41,618,3,2,2,3.7,13.5,1976004,995339,48.9,188.4,140.8,159.0,3,147,6.1
238,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,Chelsea,MID,65,23,274,1,2,2,4.7,2.4,319673,270605,31.4,95.6,74.7,143.0,2,79,3.5
239,Jamie,Bynoe-Gittens,Gittens,Chelsea,MID,62,6,203,0,0,0,0.7,0.1,7152,29187,11.4,26.4,42.1,45.0,0,20,1.0
240,Christopher,Nkunku,Nkunku,Chelsea,MID,59,0,0,0,0,0,0.0,0.1,2668,22741,0.0,0.0,0.0,0.0,0,0,0.0
241,Moisés,Caicedo Corozo,Caicedo,Chelsea,MID,59,46,675,3,0,2,4.3,16.7,1784533,580312,36.4,254.0,60.0,51.0,7,192,7.8
243,Tyrique,George,George,Chelsea,MID,49,3,137,0,0,1,0.0,0.1,3795,5428,6.7,8.2,7.0,52.0,0,-2,0.6
244,Roméo,Lavia,Lavia,Chelsea,MID,49,3,91,0,0,0,1.0,0.0,1793,2362,1.6,9.6,7.1,0.0,0,20,0.6
245,Mykhailo,Mudryk,Mudryk,Chelsea,MID,50,0,0,0,0,0,0.0,0.0,476,806,0.0,0.0,0.0,0.0,0,0,0.0
246,Andrey,Nascimento dos Santos,Andrey Santos,Chelsea,MID,45,6,215,0,0,0,0.7,0.3,37216,41233,11.2,25.4,44.0,42.0,0,28,1.3
247,Dário,Luís Essugo,D.Essugo,Chelsea,MID,43,0,0,0,0,0,0.0,0.0,3696,6146,0.0,0.0,0.0,0.0,0,0,0.0
248,Kendry,Páez Andrade,Paez,Chelsea,MID,45,0,0,0,0,0,0.0,0.0,0,875,0.0,0.0,0.0,0.0,0,0,0.0
249,João Pedro,Junqueira de Jesus,João Pedro,Chelsea,FWD,75,41,673,2,3,3,2.0,58.6,3095498,2533373,44.4,168.4,142.8,138.0,8,160,5.5
250,Liam,Delap,Delap,Chelsea,FWD,62,4,91,0,0,0,0.0,0.9,38860,389192,5.0,8.0,3.5,43.0,0,12,0.6
251,Nicolas,Jackson,N.Jackson,Chelsea,FWD,65,0,0,0,0,0,0.0,0.1,4962,14477,0.0,0.0,0.0,0.0,0,0,0.0
252,Marc,Guiu Paz,Marc Guiu,Chelsea,FWD,43,4,74,0,0,0,0.7,7.2,471350,1791245,1.6,1.0,2.9,22.0,0,0,0.9
453,Alejandro,Garnacho Ferreyra,Garnacho,Chelsea,MID,64,4,130,0,0,0,1.0,0.4,42189,36716,4.1,6.0,17.4,17.0,0,20,0.6
672,Jorrel,Hato,Hato,Chelsea,DEF,48,3,166,0,0,0,1.0,0.2,8090,28698,3.2,24.0,3.3,6.0,0,5,0.6
743,Landon,Emenalo,Emenalo,Chelsea,MID,45,0,0,0,0,0,0.0,0.0,361,84,0.0,0.0,0.0,0.0,0,0,0.0
253,Dean,Henderson,Henderson,Crystal Palace,GKP,50,28,720,0,0,3,2.0,7.7,394406,328069,16.8,160.0,10.0,0.0,0,127,5.6
254,Walter,Benítez,Benitez,Crystal Palace,GKP,40,0,0,0,0,0,0.0,0.3,7164,18972,0.0,0.0,0.0,0.0,0,0,0.0
255,Remi,Matthews,Matthews,Crystal Palace,GKP,40,0,0,0,0,0,0.0,0.1,2557,4533,0.0,0.0,0.0,0.0,0,0,0.0
256,Daniel,Muñoz Mejía,Muñoz,Crystal Palace,DEF,56,46,720,1,3,3,6.7,13.2,1216592,650447,45.6,196.6,100.3,160.0,2,160,8.2
257,Maxence,Lacroix,Lacroix,Crystal Palace,DEF,51,38,720,0,1,3,2.7,3.9,560478,276736,25.7,181.4,30.9,45.0,2,137,7.5
258,Tyrick,Mitchell,Mitchell,Crystal Palace,DEF,50,36,720,1,0,3,2.0,2.4,227549,117976,39.3,189.4,127.8,75.0,2,145,7.2
259,Borna,Sosa,Sosa,Crystal Palace,DEF,49,0,0,0,0,0,0.0,0.1,4876,10589,0.0,0.0,0.0,0.0,0,0,0.0
260,Marc,Guéhi,Guéhi,Crystal Palace,DEF,49,50,720,1,3,3,4.7,31.9,2804787,538015,36.5,196.2,76.5,92.0,3,171,10.2
261,Chris,Richards,Richards,Crystal Palace,DEF,45,36,720,0,0,3,3.3,3.3,421895,197483,28.2,201.4,47.2,32.0,0,137,8.0
262,Chadi,Riad Dnanou,Chadi Riad,Crystal Palace,DEF,40,0,0,0,0,0,0.0,0.0,367,700,0.0,0.0,0.0,0.0,0,0,0.0
263,Nathaniel,Clyne,Clyne,Crystal Palace,DEF,39,1,4,0,0,0,0.0,0.5,15443,36459,0.4,3.4,0.5,0.0,0,5,0.3
264,Rob,Holding,Holding,Crystal Palace,DEF,40,0,0,0,0,0,0.0,0.0,0,3356,0.0,0.0,0.0,0.0,0,0,0.0
265,Caleb,Kporha,Kporha,Crystal Palace,DEF,40,0,0,0,0,0,0.0,0.0,321,1693,0.0,0.0,0.0,0.0,0,0,0.0
267,Ismaïla,Sarr,Sarr,Crystal Palace,MID,65,38,522,3,1,3,6.7,8.4,1263297,825880,37.3,159.0,77.6,135.0,6,114,5.8
268,Cheick,Doucouré,Doucouré,Crystal Palace,MID,49,0,0,0,0,0,0.0,0.0,225,440,0.0,0.0,0.0,0.0,0,0,0.0
269,Romain,Esse,Esse,Crystal Palace,MID,48,1,24,0,0,0,0.0,0.1,7832,20073,0.7,4.6,0.4,2.0,0,6,0.2
270,Will,Hughes,Hughes,Crystal Palace,MID,49,11,411,0,0,3,0.3,0.1,9837,12956,14.5,52.4,74.4,18.0,0,44,2.2
271,Daichi,Kamada,Kamada,Crystal Palace,MID,50,22,526,0,2,2,3.7,0.2,30320,18099,20.8,68.0,100.0,40.0,0,109,4.4
272,Jefferson,Lerma Solís,Lerma,Crystal Palace,MID,49,8,179,0,0,1,0.7,0.1,2336,4960,8.6,23.8,19.3,43.0,0,27,1.6
273,Adam,Wharton,Wharton,Crystal Palace,MID,50,21,541,0,1,2,2.7,0.5,43164,54206,28.8,75.4,201.0,13.0,2,116,4.2
274,Asher,Agbinone,Agbinone,Crystal Palace,MID,44,0,0,0,0,0,0.0,0.1,2675,4409,0.0,0.0,0.0,0.0,0,0,0.0
275,Naouirou,Ahamada,Ahamada,Crystal Palace,MID,44,0,0,0,0,0,0.0,0.0,3390,3810,0.0,0.0,0.0,0.0,0,0,0.0
276,Justin,Devenny,Devenny,Crystal Palace,MID,44,8,145,0,0,0,0.7,1.2,84393,136557,12.1,16.2,31.4,73.0,0,30,1.8
277,Malcolm,Ebiowei,Ebiowei,Crystal Palace,MID,45,0,0,0,0,0,0.0,0.0,0,671,0.0,0.0,0.0,0.0,0,0,0.0
278,Jesurun,Rak-Sakyi,J.Rak-Sakyi,Crystal Palace,MID,44,0,0,0,0,0,0.0,0.0,4176,7449,0.0,0.0,0.0,0.0,0,0,0.0
279,Matheus,França de Oliveira,M.França,Crystal Palace,MID,45,0,0,0,0,0,0.0,0.0,95,1461,0.0,0.0,0.0,0.0,0,0,0.0
280,David,Ozoh,Ozoh,Crystal Palace,MID,45,0,0,0,0,0,0.0,0.0,0,165,0.0,0.0,0.0,0.0,0,0,0.0
281,Kaden,Rodney,Rodney,Crystal Palace,MID,45,0,0,0,0,0,0.0,0.0,2386,3332,0.0,0.0,0.0,0.0,0,0,0.0
282,Franco,Umeh-Chibueze,Umeh,Crystal Palace,MID,45,0,0,0,0,0,0.0,0.0,860,2468,0.0,0.0,0.0,0.0,0,0,0.0
283,Jean-Philippe,Mateta,Mateta,Crystal Palace,FWD,76,37,690,5,0,4,7.0,12.3,1574245,1184365,61.3,220.4,36.1,356.0,3,139,4.9
284,Eddie,Nketiah,Nketiah,Crystal Palace,FWD,54,7,76,1,0,0,2.0,0.5,53128,42691,11.1,37.6,34.1,39.0,0,33,1.3
285,Odsonne,Édouard,Édouard,Crystal Palace,FWD,50,1,2,0,0,0,0.0,0.3,9044,82660,0.2,2.0,0.0,0.0,0,6,0.2
286,Zach,Marsh,Marsh,Crystal Palace,FWD,45,0,0,0,0,0,0.0,0.3,26824,29533,0.0,0.0,0.0,0.0,0,0,0.0
690,Rio,Cardines,Cardines,Crystal Palace,MID,44,0,0,0,0,0,0.0,0.5,54854,26553,0.0,0.0,0.0,0.0,0,0,0.0
712,Yéremy,Pino Santos,Yeremy,Crystal Palace,MID,59,10,370,0,0,2,1.7,0.1,42889,29032,19.1,38.0,95.8,60.0,0,47,1.7
723,Jaydee,Canvot,Canvot,Crystal Palace,DEF,45,0,0,0,0,0,0.0,0.0,732,490,0.0,0.0,0.0,0.0,0,0,0.0
732,Christantus,Uche,Uche,Crystal Palace,FWD,55,2,7,0,0,0,0.3,0.0,4807,2951,2.3,3.4,0.8,19.0,0,9,0.4
242,Kiernan,Dewsbury-Hall,Dewsbury-Hall,Everton,MID,50,22,625,1,1,2,1.0,3.4,448367,564440,36.8,101.0,204.7,62.0,3,113,4.4
287,Jordan,Pickford,Pickford,Everton,GKP,55,32,720,0,0,2,2.3,10.1,381086,533198,21.8,217.8,0.0,0.0,3,129,5.8
288,Mark,Travers,Travers,Everton,GKP,44,0,0,0,0,0,0.0,0.1,2240,7322,0.0,0.0,0.0,0.0,0,0,0.0
289,Harry,Tyrer,Tyrer,Everton,GKP,40,0,0,0,0,0,0.0,0.1,2237,5161,0.0,0.0,0.0,0.0,0,0,0.0
290,Jarrad,Branthwaite,Branthwaite,Everton,DEF,53,0,0,0,0,0,0.0,0.2,1117,63079,0.0,0.0,0.0,0.0,0,0,0.0
291,James,Tarkowski,Tarkowski,Everton,DEF,55,35,720,0,0,2,3.0,7.1,546480,498355,29.6,214.6,53.9,27.0,1,118,6.4
292,Vitalii,Mykolenko,Mykolenko,Everton,DEF,49,8,445,0,0,0,2.0,0.4,16084,72174,12.0,68.4,34.8,17.0,0,21,1.6
293,Jake,O'Brien,O'Brien,Everton,DEF,50,24,720,0,0,2,2.7,0.5,27774,43490,22.3,103.6,71.7,46.0,1,76,4.8
294,Séamus,Coleman,Coleman,Everton,DEF,43,2,2,0,0,0,0.3,0.1,3888,11143,0.0,0.0,0.0,0.0,0,7,0.5
295,Michael,Keane,Keane,Everton,DEF,45,36,694,1,0,2,5.3,0.9,123026,66926,28.2,198.0,14.5,70.0,1,103,8.0
296,Nathan,Patterson,Patterson,Everton,DEF,44,0,0,0,0,0,0.0,0.0,601,2443,0.0,0.0,0.0,0.0,0,0,0.0
297,Roman,Dixon,Dixon,Everton,DEF,39,0,0,0,0,0,0.0,0.2,5030,12524,0.0,0.0,0.0,0.0,0,0,0.0
298,Reece,Welch,Welch,Everton,DEF,39,0,0,0,0,0,0.0,0.1,4069,8775,0.0,0.0,0.0,0.0,0,0,0.0
299,Iliman,Ndiaye,Ndiaye,Everton,MID,65,41,673,3,1,2,4.3,10.9,945658,902128,53.4,218.6,167.1,148.0,1,166,6.3
300,Dwight,McNeil,McNeil,Everton,MID,56,2,23,0,0,0,0.3,0.1,6015,37592,1.8,0.0,11.5,8.0,0,4,0.4
301,Carlos,Alcaraz Durán,Alcaraz,Everton,MID,52,7,231,0,0,0,1.0,0.1,4267,14389,9.2,23.2,23.5,45.0,0,34,1.3
302,Idrissa Gana,Gueye,Gana,Everton,MID,54,26,684,1,0,2,2.0,0.1,13455,12304,23.6,106.8,68.1,61.0,1,130,4.8
303,James,Garner,Garner,Everton,MID,50,36,720,1,1,2,3.7,1.0,150926,58664,42.9,203.6,152.0,73.0,5,177,7.2
304,Tim,Iroegbunam,Iroegbunam,Everton,MID,49,12,264,0,1,3,1.7,0.0,918,2098,6.3,46.4,9.0,7.0,0,40,2.4
305,Harrison,Armstrong,Armstrong,Everton,MID,45,1,1,0,0,0,0.0,0.1,3524,12822,0.0,0.0,0.0,0.0,0,3,0.2
306,Callum,Bates,Bates,Everton,MID,44,0,0,0,0,0,0.0,0.1,4718,7124,0.0,0.0,0.0,0.0,0,0,0.0
307,Coby,Ebere,Ebere,Everton,MID,44,0,0,0,0,0,0.0,0.0,2290,3359,0.0,0.0,0.0,0.0,0,0,0.0
308,Isaac,Heath,Heath,Everton,MID,45,0,0,0,0,0,0.0,0.0,458,3242,0.0,0.0,0.0,0.0,0,0,0.0
309,Jenson,Metcalfe,Metcalfe,Everton,MID,45,0,0,0,0,0,0.0,0.0,0,97,0.0,0.0,0.0,0.0,0,0,0.0
310,Thierno,Barry,Barry,Everton,FWD,57,9,222,0,0,1,1.0,0.3,22425,69650,5.8,14.6,21.2,29.0,0,13,1.6
311,Norberto Bercique,Gomes Betuncal,Beto,Everton,FWD,53,17,497,1,0,1,1.7,3.7,296754,794704,24.9,58.0,35.3,166.0,1,37,3.2
312,Youssef,Ramalho Chermiti,Y.Chermiti,Everton,FWD,49,0,0,0,0,0,0.0,0.1,2418,13261,0.0,0.0,0.0,0.0,0,0,0.0
313,Martin,Sherif,Sherif,Everton,FWD,44,0,0,0,0,0,0.0,0.2,8006,21081,0.0,0.0,0.0,0.0,0,0,0.0
419,Jack,Grealish,Grealish,Everton,MID,69,37,556,1,4,2,4.0,18.5,3057159,1460147,64.5,207.6,228.6,208.0,7,178,5.4
630,Tom,King,King,Everton,GKP,40,0,0,0,0,0,0.0,1.2,12661,48534,0.0,0.0,0.0,0.0,0,0,0.0
667,Adam,Aznou,Aznou,Everton,DEF,44,0,0,0,0,0,0.0,0.1,1346,9653,0.0,0.0,0.0,0.0,0,0,0.0
704,Tyler,Onyango,Onyango,Everton,MID,45,0,0,0,0,0,0.0,0.1,8420,8501,0.0,0.0,0.0,0.0,0,0,0.0
705,Elijah,Campbell,Campbell,Everton,DEF,40,0,0,0,0,0,0.0,0.2,13809,8477,0.0,0.0,0.0,0.0,0,0,0.0
707,Tyler,Dibling,Dibling,Everton,MID,55,3,62,0,0,0,0.7,0.0,3956,2834,0.5,3.0,1.1,2.0,0,7,0.5
728,Merlin,Röhl,Röhl,Everton,MID,50,2,44,0,0,0,0.3,0.0,371,397,2.5,5.4,12.4,7.0,0,9,0.4
314,Bernd,Leno,Leno,Fulham,GKP,50,23,720,0,0,1,2.0,1.4,53904,87117,18.8,188.0,0.0,0.0,1,100,4.6
315,Steven,Benda,Benda,Fulham,GKP,40,0,0,0,0,0,0.0,0.0,0,359,0.0,0.0,0.0,0.0,0,0,0.0
316,Antonee,Robinson,Robinson,Fulham,DEF,50,3,61,0,0,0,0.3,0.6,54145,97079,4.1,13.6,22.8,4.0,0,12,0.6
317,Joachim,Andersen,Andersen,Fulham,DEF,45,30,671,0,0,1,2.3,3.8,389315,263666,24.8,187.8,29.3,31.0,2,108,6.7
318,Calvin,Bassey,Bassey,Fulham,DEF,45,19,638,0,0,1,0.7,0.5,36935,35627,15.2,119.6,20.8,11.0,3,70,4.2
319,Timothy,Castagne,Castagne,Fulham,DEF,44,9,396,0,0,0,2.0,0.1,5194,10030,15.7,67.8,52.5,37.0,0,29,2.0
320,Issa,Diop,Diop,Fulham,DEF,44,3,133,0,0,0,1.0,0.1,1938,5419,2.7,21.4,1.2,4.0,0,4,0.7
321,Jorge,Cuenca Barreno,J.Cuenca,Fulham,DEF,44,7,168,0,0,0,1.3,0.0,771,2532,5.1,40.6,4.6,6.0,0,25,1.6
322,Kenny,Tete,Tete,Fulham,DEF,45,15,450,0,0,1,0.0,0.1,14674,20545,14.2,86.8,40.5,14.0,0,76,3.3
